Timestamp,Verified?,Link,Name,OS,Mountain,Was WR,challenge name,type,score,chaltype
2021-05-25 11:20:24,Yes,https://drive.google.com/open?id=1PMIZGAqNvL-R38ILYlzuPRYxdRTRd5kG,Jamiemac,Android,Pinecone Peaks,True,Weary Mood,Time Trial,20.25,Race
2021-05-30 11:36:44,Yes,https://drive.google.com/open?id=1XohsQfTp1K7_QOh2htRGsRrnf1489hbF,hschindele,iOS,Pinecone Peaks,True,Rough Patches,Time Trial,19.44,Race
2021-05-30 11:37:19,Yes,https://drive.google.com/open?id=1pz-kFhlFX3jFin9Ufx2FwVrCrVL79l9y,hschindele,iOS,Pinecone Peaks,True,The Labyrinth,Time Trial,19.14,Race
2021-05-25 11:29:44,Yes,https://drive.google.com/open?id=1DaJ2wei_klh8zk1fRpGJt9nYAoEMr7Rf,Jamiemac,Android,Pinecone Peaks,True,Googly Eyes,Time Trial,17.8,Race
2021-05-30 11:38:42,Yes,https://drive.google.com/open?id=1tLoAZCv8frAw_vWFlSE4eP_m9azOZT6A,hschindele,iOS,Pinecone Peaks,True,The Execution,Time Trial,21.83,Race
2021-04-03 16:44:12,Yes,https://drive.google.com/open?id=1moTFHA7fJaB-N_guqBOf_GyxyGCIpfIx,hschindele,iOS,Pinecone Peaks,True,Offpist Mayhem,Time Trial,37.97,Race
2021-05-30 11:39:18,Yes,https://drive.google.com/open?id=14wovL6EmiluXCGXEE6hDBAtw2Hdkli2n,hschindele,iOS,Pinecone Peaks,True,Coffee Kick,Time Trial,18.29,Trail
2021-05-30 11:40:17,Yes,https://drive.google.com/open?id=1gfJ9ErFZlw1EIJDz3btIHD_47fed72GR,hschindele,iOS,Pinecone Peaks,True,Side Piste,Time Trial,11.33,Trail
2021-05-30 11:41:59,Yes,https://drive.google.com/open?id=1vBzxHWOHNGqF-aAWeXfec6RDHk_OrldA,hschindele,iOS,Pinecone Peaks,True,Level 1,Time Trial,5.51,Trail
2021-04-04 09:59:56,Yes,https://drive.google.com/open?id=1OMQ9hWdgM6VAcq4ez_USAjvG_iAyQiOx,hschindele,iOS,Pinecone Peaks,True,Level 2,Time Trial,7.56,Trail
2021-05-30 11:42:44,Yes,https://drive.google.com/open?id=1ek_V5xUr53RPLLvlfX_Of2fGCwCxBb0z,hschindele,iOS,Pinecone Peaks,True,Level 3,Time Trial,5.07,Trail
2021-06-12 23:33:43,Yes,https://drive.google.com/open?id=1OmC8Y2Qz0Zvoc5cLznn8_h1D94E_SSwv,hschindele,iOS,Pinecone Peaks,True,Popsicle Slide,Time Trial,8.51,Trail
2021-05-30 11:43:53,Yes,https://drive.google.com/open?id=139QC2MHeUEJ1vZCIvKJR7IPFmmiDZgBW,hschindele,iOS,Pinecone Peaks,True,Popsicle Challenge,Time Trial,9.21,Trail
2021-05-30 11:44:30,Yes,https://drive.google.com/open?id=183e--cCFl4bZJKlpI4RND4SSTM-VElZb,hschindele,iOS,Pinecone Peaks,True,The Little Skipper,Time Trial,10.91,Trail
2021-04-17 01:32:44,Yes,https://drive.google.com/open?id=1egtjYu5RJ9dX3M6wm1ZQtQJpKhE5LeZ5,Mountain_Greg,Android,Pinecone Peaks,True,Make Haste,Time Trial,62.61,TTB
2021-05-25 09:39:58,Yes,https://drive.google.com/open?id=15TdARrSppGf7dWAesCnJN65Yy57r1jWJ,Mountain_Greg,Android,Pinecone Peaks,True,Pinecone Force,Time Trial,48.98,TTB
2021-06-21 09:32:53,Yes,https://drive.google.com/open?id=1NffEKQYgsnY_DqwqfYGktACYfFI0TFZ0,hschindele,iOS,Hirschalm,True,The Descent,Time trial,28.05,Trail
2021-06-21 09:33:46,Yes,https://drive.google.com/open?id=1FazupHztZMD6C2PbwGmXP62PVvkWWla1,hschindele,iOS,Waldtal,True,The Swing Passage,Time trial,17.81,Race
2021-06-21 09:34:33,Yes,https://drive.google.com/open?id=1abUYUfxd3Px9fiAF941_wuFX8avYeiXJ,hschindele,iOS,Elnakka,True,Swivel Loop,Time trial,10.96,Race
2021-06-21 09:35:17,Yes,https://drive.google.com/open?id=1J_G-B211Jx_bnKTxtH2IDUtghsf8doRi,hschindele,iOS,Elnakka,True,Pristine Rush,Time trial,22.12,Race
2021-07-14 09:49:52,Yes,https://drive.google.com/open?id=1yYN4DVq3AqIGBzteFfthi_b4MKIILZov,Jamiemac,Android,Elnakka,True,High Jump,Time trial,8.1,Trail
2021-06-21 09:38:50,Yes,https://drive.google.com/open?id=1YjkRN1hCiwc48HtN2l-wR7nP1MQ1iShV,hschindele,iOS,Elnakka,True,Around Clover Falls,Time trial,16.72,Trail
2021-06-21 09:39:34,Yes,https://drive.google.com/open?id=1coomKFYHsAXdGCzdnRf7xYYPlkW8STjU,hschindele,iOS,Rotkamm,True,The Pockets,Time trial,40.32,Trail
2021-07-06 08:43:15,Yes,https://drive.google.com/open?id=1dlEFh6fCGgPtlsRO0YXQhweAoHKLtyCv,hschindele,iOS,Passo Grolla,True,The Bowls,Time trial,28.19,Race
2021-06-30 19:10:49,Yes,https://drive.google.com/open?id=1AQTzNQqD5gVHd4XiFzuUc3WDCdJK3Od_,Skier50,iOS,Passo Grolla,True,Tutti Frutti,Time trial,13.76,Race
2021-07-11 12:14:10,Yes,https://drive.google.com/open?id=1jofkFi9fIv__KO5wYk6eU7_8fCLr031q,Skier50,iOS,Passo Grolla,True,Autostrada,Time trial,22.93,TTB
2021-06-26 13:30:55,Yes,https://drive.google.com/open?id=1UPbs73PNr1hN9l-VP1dz9hOUniYGh4Sv,hschindele,iOS,Ben Ailig,True,Downhill Void,Time Trial,19.4,Race
2021-06-26 03:48:17,Yes,https://drive.google.com/open?id=1i5QKhCabcD2UeeAYMa_-BCYYfXuy1C1q,Mountain_Greg,Android,Ben Ailig,True,Downhill Skirmish,Time Trial,19.95,Race
2021-06-25 09:22:31,Yes,https://drive.google.com/open?id=18_Ar7BpEGf7xIiWEJa1r3sZnrV8QXwoO,hschindele,iOS,Pinecone Peaks,True,Mound Racing,Time Trial,32.91,Race
2021-06-30 06:30:39,Yes,https://drive.google.com/open?id=1vJ8AWhxMci6CKyZJCZXCARXXtFIBXcbY,Mountain_Greg,Android,Dalarna,True,Sarnaheden Sightseeing,Time trial,41.58,TTB
2021-06-26 03:55:52,Yes,https://drive.google.com/open?id=13aUvAEkOpAhcID3enpvlIvqb2OJ3cDfT,Mountain_Greg,Android,Saint Luvette,True,Route Colline,Time trial,47.72,TTB
2021-07-08 14:40:00,Yes,https://drive.google.com/open?id=17FG70KyItY93YK22TQ3v0IqzwaQikbP9,hschindele,iOS,Hirschalm,True,Hirschalm show off,Time trial,31.08,TTB
2021-07-09 12:39:21,Yes,https://drive.google.com/open?id=1VvROp7CX76AAyGsZDTHkX_jnTa8glFN6,hschindele,iOS,Hirschalm,True,Hirschpeak Voyage,Time trial,33.3,TTB
2021-06-30 19:12:55,Yes,https://drive.google.com/open?id=1IACnCjFk5fXQM6zEtxxkAGfmoKk3zQH_,Skier50,iOS,Passo Grolla,True,Carosello Uno,Time trial,33.67,Trail
2021-07-15 12:44:43,Yes,https://drive.google.com/open?id=1iSNgJZNuPjyj7NbkN1SUqr0JY6gb6nLZ,hschindele,iOS,Passo Grolla,True,Presto,Time trial,19.9,Race
